Volvo FH,$ 18 000,https://im.mashina.kg/tachka/images//1/0/4/104203151e448318a041e53a981b42dd_240x180.jpg,"1998 г., 12 л., механика,дизель,руль слева, 100 000 км"
DAF XF106 series,$ 40 000,https://im.mashina.kg/tachka/images//9/0/3/903a8bf9fbb301907a782bd58b44e4d6_240x180.jpg,"2014 г., 12 л., автомат,дизель,руль слева, 850 000 км"
DAF 95 series,$ 16 000,https://im.mashina.kg/tachka/images//d/b/d/dbda5b7f003a0853302f1010165a3dd5_240x180.jpg,"2000 г., 4 л., механика,дизель,руль слева"
Howo ZZ4187N3511V,$ 31 000,https://im.mashina.kg/tachka/images//a/f/3/af34d50db15781ba6966773b2246b189_240x180.jpg,"2014 г., 12 л., механика,дизель,руль слева"
DAF XF105 series,$ 28 000,https://im.mashina.kg/tachka/images//1/2/6/1263012ca01dd067610d0d40120b8134_240x180.jpg,"2010 г., 4.6 л., автомат,дизель,руль слева, 1 000 000 км"
Renault Magnum,$ 25 000,https://im.mashina.kg/tachka/images//8/7/e/87ef0c6de8d578ec7247288b7880abf2_240x180.jpg,"2006 г., 12 л., механика,дизель,руль слева"
Shacman F2000/F3000,$ 14 000,https://im.mashina.kg/tachka/images//c/a/5/ca57509114d449651da8a1f2da7ca6c4_240x180.jpg,"2012 г., 10 л., механика,дизель,руль слева, 150 000 км"
Scania R,$ 44 000,https://im.mashina.kg/tachka/images//2/a/a/2aab18a4b4ca588654420184188b68c8_240x180.jpg,"2011 г., 6 л., автомат,дизель,руль слева"
Volvo FH,$ 37 000,https://im.mashina.kg/tachka/images//5/f/1/5f1f01830b0dcfb6b6275e05601339a0_240x180.jpg,"2011 г., 13 л., автомат,дизель,руль слева, 780 000 км"
DAF XF95 series,$ 22 000,https://im.mashina.kg/tachka/images//8/3/5/835e68b70f88f4df8578326aa6cf9c3d_240x180.jpg,"2002 г., 13 л., механика,дизель,руль слева"
Volvo FH,$ 36 000,https://im.mashina.kg/tachka/images//3/6/7/3677ec6b741a05e233cf058eff917347_240x180.jpg,"2011 г., 12 л., автомат,дизель,руль слева"
Volvo FH,$ 18 900,https://im.mashina.kg/tachka/images//a/3/5/a353dffc8fdcc91631468a36f2cd67a3_240x180.jpg,"2001 г., 12.8 л., механика,дизель,руль слева, 300 000 км"
Volvo FH,$ 30 000,,"2002 г., 12 л., механика,дизель,руль слева, 950 000 км"
Mercedes-Benz 4x2,$ 20 500,https://im.mashina.kg/tachka/images//1/4/8/1485dd26e7c14bffbf21066a9bee93e0_240x180.jpg,"2003 г., 12 л., механика,дизель,руль слева, 877 777 км"
Renault Premium,$ 24 000,https://im.mashina.kg/tachka/images//2/1/8/218c7602e8a5e9a7ea91c8fd9defc7bb_240x180.jpg,"2004 г., 12 л., механика,дизель,руль слева, 850 000 км"
Volvo FH,$ 34 000,https://im.mashina.kg/tachka/images//5/d/8/5d8081eb6c9c319f5d053f0855c13ccf_240x180.jpg,"2008 г., 12 л., механика,дизель,руль слева, 850 000 км"
DAF 95 series,$ 12 000,https://im.mashina.kg/tachka/images//6/e/e/6eee6edb7ab74d66915ceeac52518ddc_240x180.jpg,"2000 г., 12 л., механика,дизель,руль слева"
MAN 33,$ 15 000,https://im.mashina.kg/tachka/images//3/7/b/37b7933d424d63871df52797611058f3_240x180.jpg,"2000 г., 12 л., механика,дизель,руль слева, 700 000 км"
Mercedes-Benz 4x2,$ 65 000,https://im.mashina.kg/tachka/images//2/5/5/255e1bf191731056dabfcb00fbf05bdd_240x180.jpg,"2015 г., 13 л., автомат,дизель,руль слева, 560 000 км"
Volvo FH,$ 32 000,https://im.mashina.kg/tachka/images//1/0/d/10d5e83c217378761926215ada5954d9_240x180.jpg,"2008 г., 4.4 л., механика,дизель,руль слева, 1 000 000 км"
Volvo FH,$ 20 000,https://im.mashina.kg/tachka/images//4/3/d/43d325d24c05546ad422ee17f13e719e_240x180.jpg,"1997 г., 12 л., механика,дизель,руль слева"
Volvo FH,$ 28 000,https://im.mashina.kg/tachka/images//7/8/7/787b89d5c9d42b7ac092f7993bdf0cfb_240x180.jpg,"2005 г., 12 л., механика,дизель,руль слева, 250 000 км"
КамАЗ 6460,$ 72 969,https://im.mashina.kg/tachka/images//1/d/5/1d5dff5c2f0a731611543084b26efaab_240x180.jpg,"2022 г., 11.8 л., механика,дизель,руль слева, 3 000 км"
Scania G,$ 25 000,https://im.mashina.kg/tachka/images//0/9/9/09959f4e4c22e47f262eda7dd5afdf97_240x180.jpg,"2002 г., 15 л., механика,дизель,руль слева"
Renault Magnum,$ 22 500,https://im.mashina.kg/tachka/images//8/a/5/8a5d8a702b39817ef0d7432167fb6c52_240x180.jpg,"2008 г., 12 л., механика,дизель,руль слева"
Volvo FM,$ 21 000,https://im.mashina.kg/tachka/images//7/d/1/7d11ff962beff6838580e350462666ec_240x180.jpg,"1999 г., 12 л., механика,дизель,руль слева"
DAF 95 series,$ 23 000,https://im.mashina.kg/tachka/images//a/9/c/a9c34faa0b7d0e137dea9bc3c4265b8b_240x180.jpg,"2002 г., 12 л., механика,дизель,руль слева"
Volvo FH,$ 22 000,https://im.mashina.kg/tachka/images//f/b/5/fb5246f74028e13823c002be290bd1ff_240x180.jpg,"2001 г., 12 л., механика,дизель,руль слева, 1 000 000 км"
Renault Magnum,$ 35 000,https://im.mashina.kg/tachka/images//3/9/b/39ba2a483b934566a9997a64de2f6590_240x180.jpg,"2011 г., 12 л., автомат,дизель,руль слева, 739 458 км"
Kenworth T2000,$ 13 000,https://im.mashina.kg/tachka/images//1/a/8/1a8e8a71d51547d5a53ae46cf26fdedb_240x180.jpg,"2002 г., 15 л., механика,дизель,руль слева"
Volvo FH,$ 16 500,https://im.mashina.kg/tachka/images//6/c/5/6c58044e9d0694f963ceb750f5d73bbe_240x180.jpg,"1996 г., 12 л., механика,дизель,руль слева, 800 000 км"
Scania R,$ 27 000,https://im.mashina.kg/tachka/images//4/9/2/492c0600d0ad5bbb3a62cd5fb5f8e3b6_240x180.jpg,"2006 г., 16 л., механика,дизель,руль слева"
DAF XF95 series,$ 35 000,https://im.mashina.kg/tachka/images//3/a/c/3ac61be01260a0114c370ae47d662755_240x180.jpg,"2005 г., 12 л., автомат,дизель,руль слева"
Scania R,$ 23 000,https://im.mashina.kg/tachka/images//0/2/8/028317b3f63f68889df15875a9fd94c9_240x180.jpg,"2004 г., 1 л., автомат,дизель,руль слева, 999 999 км"
Renault Manager,$ 14 000,https://im.mashina.kg/tachka/images//7/4/8/7483c4dca8c4a7b267807f44747d5484_240x180.jpg,"2003 г., 12 л., механика,дизель,руль слева"
MAN TGX,$ 34 000,https://im.mashina.kg/tachka/images//6/7/6/6762fde24e6d2f90c536ae796c5d3da0_240x180.jpg,"2013 г., 10 л., автомат,дизель,руль слева, 640 000 км"
Scania R,$ 25 000,https://im.mashina.kg/tachka/images//1/b/3/1b34e7598db75a7c1c8eef0ae59aa122_240x180.jpg,"2004 г., 12 л., автомат,дизель,руль слева"
